/content/tts-engine/gdrive/My Drive/wavs/001001.wav|be nAm xodAvand baxSande baxSAyeSgar
/content/tts-engine/gdrive/My Drive/wavs/002174.wav|kasAni ke ketmAn mikanand AnCe rA xodA az ketAb nAzel karde va An rA be bahAye kami miforuSand AnhA joz AtaS Cizi nemixorand va hadAyA va amvAli ke az in rahgozar be dast miAvarand dar haqiqat AtaS suzAni est va xodAvand ruz qiyAmat bA AnhA soxan nemiguyad va AnAn rA pAkize nemikanad va barAy AnhA azAb dardnAki est
/content/tts-engine/gdrive/My Drive/wavs/002175.wav|inAn hamAnhAyi hastand ke gomrAhi rA bA hedAyat va azAb rA bA AmorzeS mobAdele kardeand rAsti Ceqadr dar barAbar azAb xodAvand SakibA hastand
/content/tts-engine/gdrive/My Drive/wavs/002176.wav|inhA be xAter An est ke xodAvand ketAb AsemAni rA be haq va to?am bA neSAnehA va dalAyel roSan nAzel karde va AnhA ke dar An extelAf mikanand va bA ketmAn va tahrif extelAf be vojud miAvarand dar SekAf va parAkandegi amiqi qarAr dArand
/content/tts-engine/gdrive/My Drive/wavs/002179.wav|va barAy SomA dar qesAs hayAt va zendegi est ey sAhebAn xerad SAyad SomA taqvA piSe kanid
/content/tts-engine/gdrive/My Drive/wavs/002180.wav|bor SomA neveSte Sode hengAmi ke yeki az SomA rA marg ferA rasad agar Ciz xubi mAli az xod be jAy gozArde barAy pedar va mAdar va nazdikAn betor Sayeste vasiyat konad in haqi est bor parhizkArAn
/content/tts-engine/gdrive/My Drive/wavs/002181.wav|pas kasAni ke ba?d az SenidaneS An rA taqyir dahand gonAh An tanahA bor kasAni est ke An vasiyat rA taqyir midahand xodAvand SenavA va dAnAst
/content/tts-engine/gdrive/My Drive/wavs/002183.wav|ey efrAdi ke imAn Avardeid roze bor SomA neveSte Sode hamAngune ke bor kasAni ke qabl az SomA budand neveSte Sod tA parhizkAr Savid
/content/tts-engine/gdrive/My Drive/wavs/002186.wav|va hengAmi ke bandegAn man az to dar bAre man so?Al konand begu man nazdikam do?Ay do?A konande rA be hengAmi ke marA mixAnd pAsox miguyam pas bAyad da?vat marA bepazirand va be man imAn biyAvarand tA rAh yAband va be maqsad berasand
/content/tts-engine/gdrive/My Drive/wavs/002188.wav|va amvAl yekdigar rA be bAtel va nAhaq dar miyAn xod naxorid va barAy xordan baxSi az amvAl mardom be gonAh qesmati az An rA be onovAn reSve be qozAt nadahid dar hAli ke midAnid in kAr gonAh est
/content/tts-engine/gdrive/My Drive/wavs/002190.wav|va dar rAh xodA bA kasAni ke bA SomA mijangand nabord kanid va az had tajAvoz nakanid ke xodA ta?adikonandegAn rA dust nemidArad
/content/tts-engine/gdrive/My Drive/wavs/002192.wav|va agar xoddAri kardand xodAvand Amorzande va mehrbAn est
/content/tts-engine/gdrive/My Drive/wavs/002193.wav|va bA AnhA peykAr kanid tA fetne va bot parasti va salb AzAdi az mardom bAqi namAnd va din maxsus xodA gardad pas agar az raveS nAdorost xod dast bardAStand mozAhem AnhA naSavid zirA ta?adi joz bor setamkArAn ravA nist
/content/tts-engine/gdrive/My Drive/wavs/002194.wav|mAh harAm dar barAbar mAh harAm agar doSmanAn ehterAm An rA Sekastand va dar An bA SomA jangidand SomA niz haq dArid moqAbele be mesle kanid va tamAm harAmhA qAbel qesAs est va be tor koli har kas be SomA tajAvoz kord hamAnand An bor u ta?adi kanid va az xodA beparhizid va ziyAde ruy nanamAyid va bedAnid xodA bA parhizkArAn est
/content/tts-engine/gdrive/My Drive/wavs/002195.wav|va dar rAh xodA anfAq kanid va bA tark anfAq xod rA be dast xod be helAkat nayAfkanid va niki kanid ke xodAvand nikukArAn rA dust midArad
/content/tts-engine/gdrive/My Drive/wavs/002199.wav|sepas az hamAnjA ke mardom kuC mikanand be suy sarzamin mani kuC kanid va az xodAvand AmorzeS betalabid ke xodA Amorzande mehrbAn est
/content/tts-engine/gdrive/My Drive/wavs/002201.wav|va ba?zi miguyand parvardegArA be mA dar donyA niki atA kan va dar Axarat niz niki marhamat farmA va mA rA az azAb AtaS negAh dAr
/content/tts-engine/gdrive/My Drive/wavs/002202.wav|AnhA az kAr va do?Ay xod nasib va bahrei dArand va xodAvand sari? alhesAb est
/content/tts-engine/gdrive/My Drive/wavs/002204.wav|va az mardom kasAni hastand ke goftAr AnAn dar zendegi donyA mAye e?jAb to miSavad dar zAher ezhAr mohabat Sodid mikanand va xodA rA bor AnCe dar del dArand govAh migirand in dar hAli est ke AnAn sarsaxtarin doSmanAnand
/content/tts-engine/gdrive/My Drive/wavs/002205.wav|neSAne An in est ke hengAmi ke ruy barmigardAnand va az nazd to xArej miSavand dar rAh fesAd dar zamin kuSeS mikanand va zerA?thA va CAhAr_pAyAn rA nAbud misAzand bA inke midAnand xodA fesAd rA dust nemidArad
/content/tts-engine/gdrive/My Drive/wavs/002206.wav|va hengAmi ke be AnhA gofte Savad az xodA betarsid lejAjat AnAn biStar miSavad va lejAjat va ta?asob AnhA rA be gonAh mikeSAnad AtaS duzax barAy AnAn kAfi est va Ce bad jAygAhi est
/content/tts-engine/gdrive/My Drive/wavs/002207.wav|ba?zi az mardom bA imAn va fadAkAr hamCon alA e dar leyl
/content/tts-engine/gdrive/My Drive/wavs/002208.wav|ey kasAni ke imAn Avardeid hamegi dar solh va ASti darAyid va az gAmhAy SeytAn peyravi nakanid ke u doSman ASkAr SomAsat
/content/tts-engine/gdrive/My Drive/wavs/002209.wav|va agar ba?d az in hame neSAnehAy roSan ke barAy SomA Amade est laqzeS kardid va gomrAh Sodid bedAnid az CangAl edAlat xodA farAr natavAnid kord ke xodAvand tavAnA va hakim est
/content/tts-engine/gdrive/My Drive/wavs/002211.wav|az bani esrA?il bepors Ce andAze neSAnehAy roSan be AnhA dAdim vali AnAn ne?mathA va emkAnAt mAdi va ma?navi rA ke xodAvand dar extiyArSAn gozASte bud dar rAh qalat be kAr gereftand va kasi ke ne?mat xodA rA pas az An ke be sorAqeS Amad tabdil konad va dar masir xalAf be kAr girad gereftAr azAb Sodid elAhi xAhad Sod ke xodAvand Sodid al?aqAb est
/content/tts-engine/gdrive/My Drive/wavs/002212.wav|zendegi donyA barAy kAfarAn zeynat dAde Sode est az ayanaru efrAd bA_?imAn rA ke gAhi dasteSAn tohi est masxare mikanand dar hAli ke parhizgArAn dar qiyAmat bAlAtar az AnAn hastand CerAke arzeShAy haqiqi dar AnjA ASkAr migardad va surat eyni be xod migirad va xodAvand har kas rA bexAhad bedune hesAb ruzi midahad
/content/tts-engine/gdrive/My Drive/wavs/002215.wav|az to so?Al mikanand Ce Ciz anfAq konand begu har xeyr va niki va sarmAye sudmand mAdi va ma?navi ke anfAq mikanid bAyad barAy pedar va mAdar va nazdikAn va yatimAn va mostamandAn va darmAndegAn dar rAh bASad va har kAr xeyri ke anjAm dahid xodAvand az An AgAh est lAzem nist tazAhor kanid u midAnad
/content/tts-engine/gdrive/My Drive/wavs/002216.wav|jahAd dar rAh xodA bor SomA moqarrar Sod dar hAli ke barAyetAn nAxoSAyand est Ce besA Cizi rA xoS nadASte bASid hAl An ke xeyr SomA dar An est va yA Cizi rA dust dASte bASid hAl Anke Sar SomA dar An est va xodA midAnad va SomA nemidAnid
/content/tts-engine/gdrive/My Drive/wavs/002218.wav|kasAni ke imAn Avarde va kasAni ke hejrat karde va dar rAh xodA jahAd nomudeand AnhA omid be rahmat parvardegAr dArand va xodAvand Amorzande va mehrbAn est
/content/tts-engine/gdrive/My Drive/wavs/002223.wav|zenAn SomA mahal bazr_?afSAni SomA hastand pas har zamAn ke bexAhid mitavAnid bA AnhA AmizeS kanid va sa?y namA?id az in forsat bohre gerefte bA parvareS farzandAn sAleh asar niki barAy xod az piS beferestid va az xodA beparhizid va bedAnid u rA molAqAt xAhid kord va be mo?menAn beSArat deh
/content/tts-engine/gdrive/My Drive/wavs/002224.wav|xodA rA dar mo?araz sogandhAy xod qarAr nadahid va barAy inke niki kanid va taqvA piSe sAzid va dar miyAn mardom eslAh kanid sogand yAd nanamAyid va xodAvand SenavA va dAnAst
/content/tts-engine/gdrive/My Drive/wavs/002225.wav|xodAvand SomA rA be xAter sogandhAyi ke bedune toje yAd mikanid mo?Axeze naxAhad kord amA be AnCe delhAy SomA kasb karde va sogandhAyi ke az ruy erAde va extiyAr yAd mikanid mo?Axeze mikand va xodAvand Amorzande va bardbAr est
/content/tts-engine/gdrive/My Drive/wavs/002226.wav|kasAni ke zenAn xod rA ilA minamAyand sogand yAd mikanand ke bA AnhA AmizeSjensi nanamAyand haq dArand CAhAr mAh entezAr bekeSand va dar zemne in CAhAr mAh vaz? xod rA bA hamsar xiS az nazar edAme zendegi yA talAq roSan sAzand agar dar in forsat bAzgaSt konand Cizi bor AnhA nist zirA xodAvand_?Amarzande va mehrbAn est
/content/tts-engine/gdrive/My Drive/wavs/002227.wav|va agar tasmim be jodAyi gereftand An ham bA SarAyeteS mAne?i nadArad xodAvand SenavA va dAnAst
/content/tts-engine/gdrive/My Drive/wavs/002238.wav|dar anjAm hame namAzhA be xosus namAz vostA namAz zohr kuSA bASid va az ruy xozu? va etA?at barAy xodA bepAxizid
/content/tts-engine/gdrive/My Drive/wavs/002239.wav|va agar be xAter jang yA xatar digari betarsid namAz rA dar hAl piyAde yA savAre anjAm dahid amA hengAmi ke amniyat xod rA bAzyAftid xodA rA yAd kanid namAz rA be surat ma?muli bexAnid hamAngune ke xodAvand CizhAyi rA ke nemidAnestid be SomA ta?lim dAd
/content/tts-engine/gdrive/My Drive/wavs/002241.wav|va barAy zenAn motalaqe hediye monAsebi lAzem est ke az taraf Sohar pardAxt gardad in haqi est bor mardAn parhizkAr
/content/tts-engine/gdrive/My Drive/wavs/002242.wav|in Cenin xodAvand AyAt xod rA barAy SomA Sarh midahad SAyad andiSe kanid
/content/tts-engine/gdrive/My Drive/wavs/002244.wav|va dar rAh xodA peykAr kanid va bedAnid xodAvand SenavA va dAnAst
/content/tts-engine/gdrive/My Drive/wavs/002245.wav|kist ke be xodA qarz alhasanei dahad va az amvAli ke xodA be u baxSide anfAq konad tA An rA barAy u Candin barAbar konad va xodAvand est ke ruzi bandegAn rA mahdud yA gostarde misAzad va anfAq hargez bA?es kambud ruzi AnhA nemiSavad va be suy u bAz migardid va pAdAS xod rA xAhid gereft
/content/tts-engine/gdrive/My Drive/wavs/002250.wav|va hengAmi ke dar barAbar jAlut va sepAhyAn u qarArgereftand goftand parvardegArA peymAne SakibA?i va esteqAmat rA bor mA beriz va qadamhAy mA rA sAbet bedAr va mA rA bor jam?iyat kAfarAn piruz begardAn
/content/tts-engine/gdrive/My Drive/wavs/002252.wav|inhA AyAt xodAsat ke be haq bor to mixAnim va to az rasulAn mA hasti
/content/tts-engine/gdrive/My Drive/wavs/002254.wav|ey kasAni ke imAn Avardeid az AnCe be SomA ruzi dAdeim anfAq kanid piS az Anke ruzi ferA rasad ke dar An noh xarid va foruS est tA betavAnid sa?Adat va nejAt az keyfar rA barAy xod xaridAri kanid va noh dusti va refAqathAye mAdi sudi dArad va noh SefA?at zirA SomA Sayeste SefA?at naxAhid bud va kAfarAn xod setamgarand ham be xodeSAn setam mikanand ham be digarAn
/content/tts-engine/gdrive/My Drive/wavs/002262.wav|kasAni ke amvAl xod rA dar rAh xodA anfAq mikanand sepas be donbAl anfAqi ke kardeand menat nemigozArand va AzAri nemiresAnand pAdAS AnhA nazd parvardegArSAn mahfuz est va noh tarsi dArand va noh qamgin miSavand
/content/tts-engine/gdrive/My Drive/wavs/002263.wav|goftAr pasandide dar barAbar niyAzmandAn va afv va gozaSt az xoSunathAy AnhA az baxSeSi ke AzAri be donbAl An bASad behtar est va xodAvand biniyAz va bardbAr est
/content/tts-engine/gdrive/My Drive/wavs/002268.wav|SeytAn SomA rA be hengAm anfAq va?de faqr va tohidasti midahad va be fahSA va zeStihA amr mikand vali xodAvand va?de AmorzeS va fozuni be SomA midahad va xodAvand qodratS vasi? va be har Ciz dAnAst be hamin dalil be va?dehAy xod vafA mikand
/content/tts-engine/gdrive/My Drive/wavs/002269.wav|xodA dAneS va hekmat rA be har kas bexAhad va Sayeste bedAnad midahad va be har kas dAneS dAde Savad xeyr farAvAni dAde Sode est va joz xeradmandAn in haqAyeq rA dark nemikanand va motezaker nemigardand
/content/tts-engine/gdrive/My Drive/wavs/002270.wav|va har Ciz rA ke anfAq mikanid yA amvAli rA ke nazr kardeid dar rAh xodA anfAq kanid xodAvand AnhA rA midAnad va setamgarAn yAvari nadArand
/content/tts-engine/gdrive/My Drive/wavs/002271.wav|agar enfAqhA rA ASkAr kanid xub est va agar AnhA rA maxfi sAxte va be niyAzmandAn bedahid barAy SomA behtar est va qesmati az gonAhAn SomA rA mipuSAnad va dar parto baxSeS dar rAh xodA baxSude xAhid Sod va xodAvand be AnCe anjAm midahid AgAh est
/content/tts-engine/gdrive/My Drive/wavs/002274.wav|AnhA ke amvAl xod rA Sab va ruz penhAn va ASkAr anfAq mikanand mazdeSAn nazd parvardegArSAn est noh tarsi bor AnhAst va noh qamgin miSavand
/content/tts-engine/gdrive/My Drive/wavs/002276.wav|xodAvand rebA rA nAbud mikand va sadaqAt rA afzAyeS midahad va xodAvand hiC ensAn nAsepAs gonahkAri rA dust nemidArad
/content/tts-engine/gdrive/My Drive/wavs/002277.wav|kasAni ke imAn Avardand va e?mAl sAleh anjAm dAdand va namAz rA barpA dAStand va zakAt rA pardAxtand ajrSAn nazd parvardegArSAn est va noh tarsi bor AnhAst va noh qamgin miSavand
/content/tts-engine/gdrive/My Drive/wavs/002278.wav|ey kasAni ke imAn Avardeid az moxAlefat farmAn xodA beparhizid va AnCe az motAlebAt rebA bAqi mAnde rahA kanid agar imAn dArid
/content/tts-engine/gdrive/My Drive/wavs/002279.wav|agar Cenin nemikanid bedAnid xodA va rasuleS bA SomA peykAr xAhand kord va agar tobe kanid sarmAyehAye SomA az An SemAsat asl sarmAye bedune sud noh setam mikanid va noh bor SomA setam vAred miSavad
/content/tts-engine/gdrive/My Drive/wavs/002280.wav|va agar bedehkAr qodrat pardAxt nadASte bASad u rA tA hengAm tavAnAyi mohlat dahid va dar surati ke berAsti qodrat pardAxt rA nadArad barAy xodA be u bebaxSid behtar est agar manAfe? in kAr rA bedAnid
/content/tts-engine/gdrive/My Drive/wavs/002281.wav|va az ruzi beparhizid va betarsid ke dar An ruz SomA rA be suy xodA bAzmigardAnand sepas be har kas AnCe anjAm dAde be tor kAmel bAz pas dAde miSavad va be AnhA setam naxAhad Sod Con har Ce mibinand natAyej e?mAl xodeSAn est
/content/tts-engine/gdrive/My Drive/wavs/003001.wav|alam
/content/tts-engine/gdrive/My Drive/wavs/003002.wav|ma?budi joz xodAvand yegAne zende va pAydAr va negahdArande nist
/content/tts-engine/gdrive/My Drive/wavs/003003.wav|hamAn kasi ke ketAb rA behaq bor to nAzel kord ke bA neSAnehAy katb piSin montabeq est va torAt va enjil rA
/content/tts-engine/gdrive/My Drive/wavs/003005.wav|hiC Ciz dar AsemAn va zamin bor xodA maxfi nemimAnd banAbar in tadbir AnhA bor u moSkel nist
/content/tts-engine/gdrive/My Drive/wavs/003006.wav|u kasi est ke SomA rA dar rahm mAdarAn AnCenAn ke mixAhad tasvir mikand ma?budi joz xodAvand tavAnA va hakim nist
/content/tts-engine/gdrive/My Drive/wavs/003008.wav|rAsxAn dar elm miguyand parvardegArA delhAyemAn rA ba?d az Anke mA rA hedAyat kardi az rAh haq monharef magardAn va az suy xod rahmati bor mA bebaxS zirA to baxSandei
/content/tts-engine/gdrive/My Drive/wavs/003009.wav|parvardegArA to mardom rA barAy ruzi ke tardidi dar An nist jam? xAhi kord zirA xodAvand az va?de xod taxalof nemikanad mA be to va rahmat bypAyAnt va be va?de rastAxiz va qiyAmat imAn dArim
/content/tts-engine/gdrive/My Drive/wavs/003010.wav|servathA va farzandAn kasAni ke kAfar Sodand nemitavAnad AnAn rA az azAb xodAvand bAz dArad va az keyfar rahAyi baxSad va AnAn xod AtaSgire duzxand
/content/tts-engine/gdrive/My Drive/wavs/003011.wav|Adat AnAn dar enkAr va tahrif haqAyeq hamCon Adat Al far?un va kasAni est ke piS az AnhA budand AyAt mA rA takzib kardand va xodAvand AnhA rA be keyfar gonAhAnSAn gereft va xodAvand Sodid al?aqAb est
/content/tts-engine/gdrive/My Drive/wavs/003012.wav|be AnhA ke kAfar Sodand begu az piruzi movaqat xod dar jang ohohod SAd nabASid bezudi maqlub xAhid Sod va sepas dar rastAxiz be suy jahanam mahSur xAhid Sod va Ce bad jAygAhi est
/content/tts-engine/gdrive/My Drive/wavs/003016.wav|hamAn kasAni ke miguyand parvardegArA mA imAn Avardeim pas gonAhAn mA rA biyAmorz va mA rA az azAb AtaS negAhdAr
/content/tts-engine/gdrive/My Drive/wavs/003017.wav|AnhA ke dar barAbar moSkelAt va dar masir etA?at va tark gonAh esteqAmat mivarzand rAstgu hastand dar barAbar xodA xozu? va dar rAh u anfAq mikanand va dar sahargAhAn esteqfAr minamAyand
/content/tts-engine/gdrive/My Drive/wavs/003021.wav|kasAni ke nesbat be AyAt xodA kafar mivarzand va payAmbarAn rA benAheq mikeSand va niz mardomi rA ke amr be edAlat mikanand be qatl miresAnand va be keyfar dardnAk elAhi beSArat deh
/content/tts-engine/gdrive/My Drive/wavs/003022.wav|AnhA kasAni hastand ke e?mAl nikSAn be xAter in gonAhAn bozorg dar donyA va Axarat tabAh Sode va yAvar va madadkAr va SefA?at kanandei nadArand
/content/tts-engine/gdrive/My Drive/wavs/003023.wav|AyA nadidi kasAni rA ke bahrei az ketAb AsemAni dAStand be suy ketAb elAhi da?vat Sodand tA dar miyAn AnhA dAvari konad sepas goruhi az AnAn bA elm va AgAhi ruy migardAnand dar hAli ke az qabul haq e?rAz dArand
/content/tts-engine/gdrive/My Drive/wavs/003024.wav|in amal AnhA be xAter An est ke migoftand AtaS duzax joz Cand ruzi be mA nemirasad va keyfar mA be xAter emtiyAzi ke bor aqvAm digar dArim besyAr mahdud est in efterA va doruqi ke be xodA baste budand AnhA rA dar deyneSAn maqrur sAxt va gereftAr anvA? gonAhAn Sodand
/content/tts-engine/gdrive/My Drive/wavs/003025.wav|pas Ce gune xAhand bud hengAmi ke AnhA rA barAy ruzi ke Saki dar An nist ruz rastAxiz jam? kanim va be har kas AnCe az e?mAl barAy xod farAham karde betor kAmel dAde Savad va be AnhA setam naxAhad Sod zirA mahsul e?mAl xod rA miCinand
/content/tts-engine/gdrive/My Drive/wavs/003027.wav|Sab rA dar ruz dAxele mikoni va ruz rA dar Sab va zende rA az morde birun miAvari va morde rA zende va be har kas bexAhi bedune hesAb ruzi mibaxSi
/content/tts-engine/gdrive/My Drive/wavs/003029.wav|begu agar AnCe rA dar sinehAye SemAsat penhAn dArid yA ASkAr kanid xodAvand An rA midAnad va niz az AnCe dar AsmAnhA va zamin est AgAh mibASad va xodAvand bor har Cizi tavAnAst
/content/tts-engine/gdrive/My Drive/wavs/003031.wav|begu agar xodA rA dust midArid az man peyravi kanid tA xodA niz SomA rA dust bedArad va gonAhAntAn rA bebaxSad va xodA Amorzande mehrbAn est
/content/tts-engine/gdrive/My Drive/wavs/003032.wav|begu az xodA va ferestAde u etA?at kanid va agar sarpiCi kanid xodAvand kAfarAn rA dust nemidArad
/content/tts-engine/gdrive/My Drive/wavs/003033.wav|xodAvand Adam va nuh va Al ebrAhim va Al omrAn rA bor jahAniyAn bartari dAd
/content/tts-engine/gdrive/My Drive/wavs/003034.wav|AnhA farzandAn va dudmAni budand ke az nazar pAki va taqvA va fazilat ba?zi az ba?z digar gerefte Sode budand va xodAvand SenavA va dAnAst va az kuSShAy AnhA dar masir resAlat xod AgAh mibASad
/content/tts-engine/gdrive/My Drive/wavs/003035.wav|be yAd Avarid hengAmi rA ke hamsar omrAn goft xodAvandA AnCe rA dar rahm dAram barAy to nazr kardam ke mahre va AzAd barAy xedmat xAne to bASad az man bepazir ke to SenavA va dAnAyi
/content/tts-engine/gdrive/My Drive/wavs/003038.wav|dar AnjA bud ke zakariyA bA moSAhede An hame SAyestegi dar maryam parvardegAr xiS rA xAnd va arz kord xodAvandA az taraf xod farzand pAkizei niz be man atA farmA ke to do?A rA miSenavi
/content/tts-engine/gdrive/My Drive/wavs/003040.wav|u arz kord parvardegArA Cegune momken est farzandi barAy man bASad dar hAli ke piri be sorAq man Amade va hamsarm nAzAst farmud bedin gune xodAvand har kAri rA bexAhad anjAm midahad
/content/tts-engine/gdrive/My Drive/wavs/003042.wav|va be yAd Avarid hengAmi rA ke fereStegAn goftand ey maryam xodA to rA bargozide va pAk sAxte va bor tamAm zenAn jahAn bartari dAde est
/content/tts-engine/gdrive/My Drive/wavs/003043.wav|ey maryam be SekarAne in ne?mat barAy parvardegAr xod xozu? kan va sajde bejA Avar va bA roku?konandegAn roku? kan
/content/tts-engine/gdrive/My Drive/wavs/003046.wav|va bA mardom dar gAhvAre va dar hAlat kohulat va miyAnsAl Sodan soxan xAhad goft va az SAyestegAn est
/content/tts-engine/gdrive/My Drive/wavs/003048.wav|va be u ketAb va dAneS va torAt va enjil miAmuzad
/content/tts-engine/gdrive/My Drive/wavs/003051.wav|xodAvand parvardegAr man va SemAsat u rA beparastid noh man va noh Ciz digar rA in est rAh rAst
/content/tts-engine/gdrive/My Drive/wavs/003053.wav|parvardegArA be AnCe nAzel kardei imAn Avardim va az ferestAde to peyravi nomudim mA rA dar zomre govAhAn benevis
/content/tts-engine/gdrive/My Drive/wavs/003054.wav|va yahud va doSmanAn masih barAy nAbudi u va AyeneS naqSe keSidand va xodAvand bor hefz u va AyeneS CArejuyi kord va xodAvand behtarin CArejuyAn est
/content/tts-engine/gdrive/My Drive/wavs/003056.wav|amA AnhA ke kAfar Sodand va pas az SenAxtan haq An rA enkAr kardand dar donyA va Axarat AnAn rA mojAzAt dardnAki xAham kord va barAy AnhA yAvarAni nist
/content/tts-engine/gdrive/My Drive/wavs/003057.wav|amA AnhA ke imAn Avardand va e?mAl sAleh anjAm dAdand xodAvand pAdAS AnAn rA betor kAmel xAhad dAd va xodAvand setamkArAn rA dust nemidArad
